x,y,harb,pt_graph,code_area,landscapes_code,landscape_norm,landscape_alpha,wind,wind_norm,wind_alpha,sst,sst_norm,sst_alpha,salinity,salinity_norm,salinity_alpha,nitrogen,nitrogen_norm,nitrogen_alpha,phosphorus,phosphorus_norm,phosphorus_alpha,oxygen,oxygen_norm,oxygen_alpha,dissolvedcarbon,dissolvedcarbon_norm,dissolvedcarbon_alpha,bathymetry
14.2381,53.6998,0,1,0,0,0.0359547350058135,142.369384101494,12,0.0714513469441518,50.5143765358598,12,0.076827349041937,115.645523426576,20,0.0446454616476781,162.196983978856,101.270729064941,0.0507486896548208,190.724018156343,4.55318212509155,0.0589706502686362,114.20018983588,0,0.0541408601958436,91.1489795571874,1,0.0406912492470729,73.3107469240614,1
14.4798,53.7101,0,2,0,0,0.0207720505427578,88.2458676414909,12,0.0362971550470181,147.818887786503,12,0.0934561444687861,61.9712839053946,20,0.0956661564288006,102.503142658923,131.316467285156,0.0328288022993799,112.751525397667,4.92250633239746,0.081173422222071,74.2960247286511,0,0.0920340978637456,106.775589814274,1,0.0744579531171348,128.974545655515,1
14.1777,53.7592,0,3,0,0,0.0813850258688272,174.590474426989,12,0.0991516487577485,97.5917692490449,12,0.123194437134262,34.3785049522055,20,0.0546020498585583,33.9673614960393,101.885147094727,0.0333860279608471,41.985143182151,5.3124623298645,0.0380962968190324,140.68725450215,0,0.0423595181110373,125.318109768568,1,0.0254776671944602,76.0561158128741,-1
14.2985,53.7644,0,4,0,0,0.0397363571366853,62.5201730742975,12,0.0327313188804976,36.3979875985294,12,0.040872895443275,144.867775459687,20,0.0515767360408078,54.4578970784185,108.471961975098,0.0740844313400503,65.0245196060581,4.42808294296265,0.0285127826671158,38.8874232902752,0,0.0393420481247704,160.828610773061,1,0.0851933510687431,59.9287848018233,1
14.4193,53.7695,0,5,0,0,0.0396843817338605,62.9483011360156,12,0.117584530067707,57.508954449385,12,0.0785220733138735,108.611278848055,20,0.0645787983875471,52.9407967681354,121.052360534668,0.0460449706160286,67.2712210912474,4.43439769744873,0.0475234918801659,78.2931152350302,0,0.0575339324763036,109.225225511684,1,0.0486581151597396,57.7501824539477,1
14.5401,53.7745,0,6,0,0,0.106200723153472,42.4618939236192,12,0.0205163416778571,112.792480641822,12,0.0375096341738985,40.9733778370089,20,0.069865313293146,77.5326707047014,135.046859741211,0.0434866658389187,38.925586736821,5.03020524978638,0.0427807653836394,86.3636439620182,0,0.0720790993250938,100.883911483836,1,0.0571300311484462,58.1341435873876,-1
14.0108,53.8137,0,7,0,0,0.0627086589225216,63.2871729759943,12,0.0288433923819948,151.397867571924,12,0.0341124036654638,96.1089592721811,20,0.0536554762359626,118.03558426361,102.787689208984,0.0523699676026964,151.880163042661,5.746413230896,0.0705678078237553,53.8916774357386,0,0.0543317295476724,140.812799607247,1,0.064827814233102,68.1627927951455,-1
14.1319,53.8192,0,8,0,0,0.0407231782267167,68.3400354445245,12,0.0334215321498426,39.8438981455059,12,0.0441055788960532,49.4904662168168,20,0.0731250711184718,62.6251748776333,102.980667114258,0.0331488410747666,119.759307676424,5.1465311050415,0.0320774245518855,93.5135079300827,0,0.0423927091459273,32.0834021616977,1,0.0368492421784396,-0.261774887293655,1
14.2531,53.8244,0,9,0,0,0.0528668964811422,87.2047181072509,12,0.0451854707264258,100.872234528722,12,0.0531288918668946,76.9373296601253,20,0.0736297299020816,129.370548817494,105.045547485352,0.0436543594993156,23.002185461796,4.00447702407837,0.0541588593081405,86.5378867464934,0,0.0731254509342789,63.6011512958719,1,0.0536963887754798,102.987293389024,-1
14.3742,53.8296,0,10,0,0,0.0369296177342481,97.590111191162,12,0.058815471191313,76.7918713989254,12,0.0482808861663467,120.982457489692,20,0.0533604419669117,23.2356233879738,114.131332397461,0.0553181903100248,112.999884129956,4.15495681762695,0.0241309370249626,156.2383513361,0,0.0798293740580025,144.378946643236,1,0.0456659354809837,61.0597536196336,-1
14.4954,53.8347,0,11,0,0,0.0514261886493787,61.0570183585785,12,0.056469015944052,198.704767441012,12,0.0896193658039095,95.474279663145,20,0.0889438545298605,161.637457306091,123.825469970703,0.0365143619445588,65.5058143156171,4.43464279174805,0.0531568403681521,32.8507748263682,0,0.0821205966715921,123.598700798953,1,0.0253910876569263,44.9334405151254,1
13.8292,53.8674,0,12,0,0,0.0621031870545085,122.797361372365,12,0.0515485249193183,36.9116505989717,12,0.0263837120326029,106.664066675776,20,0.0208639489041153,118.175385607108,102.309257507324,0.0439712524306816,85.018429160976,6.02281856536865,0.0861810050440643,87.4090705131669,0,0.0881831413807853,56.0958727327225,1,0.0559947894328936,111.549361725356,-1
14.4348,53.8941,0,13,0,0,0.0397735303125328,101.648793437013,12,0.0477448437077326,39.4418003846596,12,0.064545381784235,130.127749910617,20,0.0410957192176536,170.863058595129,123.603645324707,0.0766289542557469,28.6357829709404,4.25400447845459,0.0251870202729567,53.0474792334876,0,0.0699704916949432,69.1634170620061,1,0.0288489260103813,111.139764141333,23
