pt_graph coeff
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
956 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
990 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1026 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1028 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1064 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1066 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1067 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1068 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1103 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1104 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1105 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1107 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1108 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1109 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1110 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1146 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
1148 0.5
