pt_graph abundance
147 0
147 0
147 0
147 0
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0.00003918
147 0
185 0
185 0
185 0
185 0
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0.00003918
185 0
186 0
186 0
186 0
186 0
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0.00003918
186 0
187 0
187 0
187 0
187 0
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0.00003918
187 0
188 0
188 0
188 0
188 0
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0.00003918
188 0
189 0
189 0
189 0
189 0
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0.00003918
189 0
190 0
190 0
190 0
190 0
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0.00003918
190 0
191 0
191 0
191 0
191 0
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0.00003918
191 0
232 0
232 0
232 0
232 0
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0.00003918
232 0
233 0
233 0
233 0
233 0
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0.00003918
233 0
234 0
234 0
234 0
234 0
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0.00003918
234 0
235 0
235 0
235 0
235 0
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0.00003918
235 0
236 0
236 0
236 0
236 0
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0.00003918
236 0
237 0
237 0
237 0
237 0
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0.00003918
237 0
238 0
238 0
238 0
238 0
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0.00003918
238 0
239 0
239 0
239 0
239 0
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0.00003918
239 0
240 0
240 0
240 0
240 0
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0.00003918
240 0
241 0
241 0
241 0
241 0
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0.00003918
241 0
279 0
279 0
279 0
279 0
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0.00003918
279 0
280 0
280 0
280 0
280 0
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0.00003918
280 0
281 0
281 0
281 0
281 0
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0.00003918
281 0
282 0
282 0
282 0
282 0
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0.00003918
282 0
283 0
283 0
283 0
283 0
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0.00003918
283 0
284 0
284 0
284 0
284 0
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0.00003918
284 0
285 0
